strategy,action_index,path,x,y,channel,result,reason,movement_s,measurement_s,switch_s,clear_success_s,clear_failure_s,total_action_s
E11,1,/measure,0.0,0.0,1,direction,E11:discovery,0.0,5.0,0.0,0.0,0.0,5.0
E11,2,/measure,0.0,0.0,2,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,3,/measure,0.0,0.0,3,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,4,/measure,0.0,0.0,4,direction,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,5,/measure,0.0,0.0,5,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,6,/measure,0.0,0.0,6,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,7,/measure,0.0,0.0,7,direction,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,8,/measure,0.0,0.0,8,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,9,/measure,0.0,0.0,9,direction,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,10,/measure,0.0,0.0,10,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,11,/measure,0.0,0.0,11,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,12,/measure,0.0,0.0,12,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,13,/measure,0.0,0.0,13,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,14,/measure,0.0,0.0,14,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,15,/measure,0.0,0.0,15,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,16,/measure,0.0,0.0,16,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,17,/measure,0.0,0.0,17,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,18,/measure,0.0,0.0,18,direction,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,19,/measure,0.0,0.0,19,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,20,/measure,0.0,0.0,20,direction,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,21,/measure,91.49836541538649,77.92620593071916,18,direction,E11:joint_route_transit,24.03700850309326,5.0,1.0,0.0,0.0,30.03700850309326
E11,22,/measure,228.74591353846623,194.8155148267979,18,direction,E11:joint_route_transit,36.0555127546399,5.0,0.0,0.0,0.0,41.0555127546399
E11,23,/measure,686.2377406153987,584.4465444803938,1,direction,E11:joint_safe_supplement,120.18504251546634,5.0,1.0,0.0,0.0,126.18504251546634
E11,24,/measure,689.2276152838829,586.8116020548171,1,direction,E11:joint_route_transit,0.7624394497553316,5.0,0.0,0.0,0.0,5.762439449755331
E11,25,/measure,760.9846073275014,643.5729838409752,1,direction,E11:joint_route_transit,18.298546794127606,5.0,0.0,0.0,0.0,23.298546794127606
E11,26,/measure,865.6302207244452,726.3499989457894,19,no_signal,E11:discovery,26.68538074143612,5.0,1.0,0.0,0.0,32.68538074143612
E11,27,/measure,865.6302207244452,726.3499989457894,17,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,28,/measure,865.6302207244452,726.3499989457894,16,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,29,/measure,865.6302207244452,726.3499989457894,15,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,30,/measure,865.6302207244452,726.3499989457894,14,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,31,/measure,865.6302207244452,726.3499989457894,13,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,32,/measure,865.6302207244452,726.3499989457894,12,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
