strategy,action_index,path,x,y,channel,result,reason,movement_s,measurement_s,switch_s,clear_success_s,clear_failure_s,total_action_s
E11,1,/measure,0.0,0.0,1,direction,E11:discovery,0.0,5.0,0.0,0.0,0.0,5.0
E11,2,/measure,0.0,0.0,2,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,3,/measure,0.0,0.0,3,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,4,/measure,0.0,0.0,4,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,5,/measure,0.0,0.0,5,direction,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,6,/measure,0.0,0.0,6,direction,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,7,/measure,0.0,0.0,7,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,8,/measure,0.0,0.0,8,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,9,/measure,0.0,0.0,9,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,10,/measure,0.0,0.0,10,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,11,/measure,0.0,0.0,11,direction,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,12,/measure,0.0,0.0,12,direction,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,13,/measure,0.0,0.0,13,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,14,/measure,0.0,0.0,14,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,15,/measure,0.0,0.0,15,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,16,/measure,0.0,0.0,16,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,17,/measure,0.0,0.0,17,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,18,/measure,0.0,0.0,18,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,19,/measure,0.0,0.0,19,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,20,/measure,0.0,0.0,20,direction,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,21,/measure,111.49481104671051,0.39637060728609297,20,direction,E11:joint_route_transit,22.299103120977758,5.0,0.0,0.0,0.0,27.299103120977758
E11,22,/measure,260.1545591089912,0.9248647503342169,20,direction,E11:joint_route_transit,29.73213749463701,5.0,0.0,0.0,0.0,34.73213749463701
E11,23,/measure,743.2987403114034,2.64247071524062,11,direction,E11:joint_safe_supplement,96.62944685757029,5.0,1.0,0.0,0.0,102.62944685757029
E11,24,/measure,749.7437613062134,2.5984295366532764,11,direction,E11:joint_route_transit,1.2890342935539396,5.0,0.0,0.0,0.0,6.289034293553939
E11,25,/measure,994.6545591089912,0.9248647503342169,11,direction,E11:joint_route_transit,48.98330315504952,5.0,0.0,0.0,0.0,53.98330315504952
E11,26,/measure,1130.0,0.0,19,no_signal,E11:discovery,27.06972016463264,5.0,1.0,0.0,0.0,33.06972016463264
E11,27,/measure,1130.0,0.0,18,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,28,/measure,1130.0,0.0,17,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,29,/measure,1130.0,0.0,16,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,30,/measure,1130.0,0.0,15,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,31,/measure,1130.0,0.0,14,direction,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,32,/measure,1130.0,0.0,13,direction,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
E11,33,/measure,1130.0,0.0,10,no_signal,E11:discovery,0.0,5.0,1.0,0.0,0.0,6.0
